,serial_number,capacity_bytes,failure,smart_5_raw,smart_187_raw,smart_188_raw,smart_197_raw,smart_198_raw,smart_9_raw,smart_193_raw,smart_194_raw,smart_241_raw,smart_242_raw
15103,Z3024W2S,4.00079E+12,0,0,0,0,0,0,34494,37191,22,24193151819,1.8048E+11
18065,Z3041C62,4.00079E+12,1,0,1,0,8,8,26983,41818,20,23669950202,2.65544E+11
449,Z304JFVS,4.00079E+12,0,0,0,0,0,0,25473,7129,22,44827040496,1.26577E+11
9061,S3010LHR,-1,1,,,,,,,,,,
7488,S301PS8T,4.00079E+12,0,0,0,0,0,0,25948,16455,26,46906241600,1.0864E+11
18066,Z3041C62,4.00079E+12,1,0,1,0,8,8,26951,41812,20,23667470537,2.65505E+11
11235,Z304LAKW,4.00079E+12,0,0,0,0,0,0,25428,11159,24,44230074328,1.07305E+11
9062,S3010LHR,4.00079E+12,1,0,0,0,0,0,29786,39515,25,51290379512,1.04769E+11
13573,S300XCAB,4.00079E+12,0,0,0,0,0,0,28486,131984,26,45489088112,1.24143E+11
18065,Z3041C62,4.00079E+12,1,0,1,0,8,8,26935,41812,20,23666292430,2.65485E+11
6279,Z3029ZPM,4.00079E+12,0,0,0,1,0,0,32597,317615,21,23633992193,2.04537E+11
9062,S3010LHR,4.00079E+12,1,0,0,0,0,0,29762,39515,24,51273800664,1.04627E+11
15793,Z304HWPW,4.00079E+12,0,0,0,0,0,0,25780,13536,20,45099528008,1.21013E+11
18066,Z3041C62,4.00079E+12,1,0,1,0,8,8,26911,41812,20,23664453049,2.65453E+11
16643,Z3025530,4.00079E+12,0,0,0,0,0,0,10780,26264,24,9170495271,14303166242
9061,S3010LHR,4.00079E+12,1,0,0,0,0,0,29738,39515,24,51251886144,1.04535E+11
439,S300XR3Z,4.00079E+12,0,0,0,0,0,0,32742,23029,26,24784696012,1.92467E+11
18066,Z3041C62,4.00079E+12,1,0,1,0,8,8,26887,41812,20,23662638875,2.65423E+11
20305,Z30583GT,4.00079E+12,0,0,0,0,0,0,23472,9079,29,39072128496,1.01581E+11
9061,S3010LHR,4.00079E+12,1,0,0,0,0,0,29714,39515,25,51227586840,1.04393E+11
12561,Z300YMV9,4.00079E+12,0,0,0,0,0,0,34662,32310,26,24837397354,1.93966E+11
18069,Z3041C62,4.00079E+12,1,0,0,0,8,8,26863,41812,20,23660803171,2.65393E+11
3409,Z305FSLV,4.00079E+12,0,0,0,0,0,0,24102,10246,24,42407287168,98586935749
480,Z302A05P,4.00079E+12,0,0,0,0,0,0,32203,56421,24,54602563696,1.32227E+11
3688,Z30251G0,4.00079E+12,0,0,0,0,0,0,34443,72588,21,24661375546,1.79094E+11
16427,S30114W1,4.00079E+12,0,0,0,0,0,0,30520,32187,21,54181520280,1.20783E+11
533,Z304KBTJ,4.00079E+12,1,8,18,0,8,8,25401,6635,23,43571088472,1.34387E+11
10189,Z3029FV8,4.00079E+12,1,24,24,0,8,8,32205,55692,20,52563826336,94824782851
11225,Z3041N6P,4.00079E+12,1,0,0,0,32,32,27007,41436,24,23828961713,2.30936E+11
533,Z304KBTJ,4.00079E+12,1,8,15,0,8,8,25377,6635,23,43568533032,1.34248E+11
235,Z304072T,4.00079E+12,0,0,0,0,0,0,25173,232391,21,32484306672,1.17084E+11
10189,Z3029FV8,4.00079E+12,1,24,23,0,8,8,32182,55692,20,52532417008,94711608458
178,S300Z410,4.00079E+12,0,0,0,0,0,0,28348,49312,24,52095085008,1.38451E+11
11225,Z3041N6P,4.00079E+12,1,0,0,0,0,0,26983,41435,24,23826088956,2.30902E+11
10306,Z305B6PP,4.00079E+12,0,0,0,0,0,0,24745,33150,23,43839823840,1.15422E+11
533,Z304KBTJ,4.00079E+12,1,0,3,0,0,0,25353,6617,23,43563320912,1.34105E+11
4495,Z3059ZG7,4.00079E+12,0,0,0,10,0,0,24031,8019,22,42674350304,1.06186E+11
10189,Z3029FV8,4.00079E+12,1,24,23,0,8,8,32157,55692,20,52504842512,94564029208
10040,Z3053GAC,4.00079E+12,0,0,0,0,0,0,24875,2636,22,43736080568,99683302403
11225,Z3041N6P,4.00079E+12,1,0,0,0,0,0,26951,41432,24,23823609447,2.3086E+11
1841,Z305KVTP,4.00079E+12,0,0,0,0,0,0,23067,52510,33,37120642080,1.04453E+11
533,Z304KBTJ,4.00079E+12,1,0,3,0,0,0,25329,6604,22,43561443656,1.33962E+11
10323,Z305K27G,4.00079E+12,0,0,0,0,0,0,22561,4246,26,39247928728,1.33306E+11
10189,Z3029FV8,4.00079E+12,1,24,23,0,8,8,32134,55692,20,52483975704,94356606541
4238,Z3056N6G,4.00079E+12,0,0,0,0,0,0,24893,31718,20,43148309712,1.34023E+11
11225,Z3041N6P,4.00079E+12,1,0,0,0,0,0,26935,41432,24,23822337773,2.3084E+11
7685,Z305D365,4.00079E+12,0,0,0,0,0,0,22662,5976,24,37802606904,90665317598
533,Z304KBTJ,4.00079E+12,1,0,3,0,0,0,25305,6567,23,43559641816,1.33827E+11
16074,Z3029BLX,4.00079E+12,0,0,0,0,0,0,32742,43168,22,25316718057,1.78189E+11
10190,Z3029FV8,4.00079E+12,1,24,23,0,8,8,32109,55692,20,52459829368,94214592063
13382,Z305B768,4.00079E+12,0,0,0,0,0,0,24032,9420,28,43022436584,97479860253
11226,Z3041N6P,4.00079E+12,1,0,0,0,0,0,26911,41432,24,23820538912,2.30806E+11
2658,S3010LL2,4.00079E+12,0,0,0,0,0,0,29551,137691,21,45916703664,1.0151E+11
533,Z304KBTJ,4.00079E+12,1,0,3,0,0,0,25281,6567,23,43553204520,1.33712E+11
20384,S300Z829,4.00079E+12,0,0,0,0,0,0,28900,27532,23,53577909584,1.27708E+11
10189,Z3029FV8,4.00079E+12,1,24,23,0,8,8,32086,55692,20,52442140888,94081431194
16782,Z305GWEZ,4.00079E+12,0,0,0,0,0,0,23213,4307,26,41728645536,1.05546E+11
11225,Z3041N6P,4.00079E+12,1,0,0,0,0,0,26887,41432,24,23818629344,2.30775E+11
12154,Z305KWFW,4.00079E+12,0,0,27,0,8,8,23068,53655,26,36649286256,1.00951E+11
533,Z304KBTJ,4.00079E+12,1,0,3,0,0,0,25257,6567,23,43551505304,1.33572E+11
10176,Z3021K3N,4.00079E+12,0,0,0,0,8,8,34942,81309,20,26894195653,2.53766E+11
10189,Z3029FV8,4.00079E+12,1,24,23,0,8,8,32062,55692,20,52425417024,93934556380
19752,Z3029Z87,4.00079E+12,0,0,0,0,0,0,32621,68220,26,28613301441,2.16275E+11
11225,Z3041N6P,4.00079E+12,1,0,0,0,0,0,26863,41432,24,23816698348,2.30746E+11
10658,Z304JDAL,4.00079E+12,0,0,0,0,0,0,26432,7865,20,46125887832,1.06294E+11
534,Z304KBTJ,4.00079E+12,1,0,3,0,0,0,25233,6567,23,43549305112,1.33471E+11
8556,Z302AKEA,4.00079E+12,0,0,0,0,0,0,28322,49131,31,49296915200,1.2505E+11
10186,Z3029FV8,4.00079E+12,1,24,23,0,8,8,32037,55692,20,52403952040,93806614256
18686,Z3041MCW,4.00079E+12,0,0,0,0,0,0,25873,11704,20,46379470776,1.14503E+11
11213,Z3041N6P,4.00079E+12,1,0,0,0,0,0,26839,41432,25,23814850098,2.30696E+11
729,Z304J0MJ,4.00079E+12,0,0,0,0,0,0,26430,7068,23,47963054248,1.24879E+11
534,Z304KBTJ,4.00079E+12,1,0,3,0,0,0,25209,6567,23,43545930048,1.33314E+11
10050,S301GM9W,4.00079E+12,0,0,0,0,0,0,25879,9805,27,45636731352,91135292824
10212,Z3029FV8,4.00079E+12,1,24,23,0,8,8,32013,55692,20,52382124680,93697130419
16257,Z302T6QF,4.00079E+12,0,0,0,0,0,0,27055,12677,30,50043738048,99094082384
11241,Z3041N6P,4.00079E+12,1,0,0,0,0,0,26815,41432,24,23813053210,2.30659E+11
8279,S301063N,4.00079E+12,0,0,0,0,0,0,29547,149977,27,42878370784,1.19518E+11
534,Z304KBTJ,4.00079E+12,1,0,3,0,0,0,25185,6563,23,43541846288,1.33171E+11
10222,Z3016PNZ,4.00079E+12,0,0,0,0,0,0,40519,41515,26,33574779736,4.19889E+11
10234,Z3029FV8,4.00079E+12,1,24,23,0,8,8,31990,55692,20,52362420952,93554112515
14008,Z305GB4W,4.00079E+12,0,0,0,0,0,0,23064,50201,23,37218536544,99270763105
11262,Z3041N6P,4.00079E+12,1,0,0,0,0,0,26791,41432,25,23811250524,2.30628E+11
11525,Z304HEQ4,4.00079E+12,0,0,0,0,0,0,25707,10925,19,47109052448,1.52535E+11
18766,Z305CK8N,4.00079E+12,0,0,0,0,0,0,23640,5321,33,42796550008,1.23997E+11
16048,Z301D490,4.00079E+12,0,0,0,0,0,0,37896,117015,33,27313638420,2.2905E+11
13090,Z305K21K,4.00079E+12,1,64,40,0,32,32,22515,3109,26,39921639000,1.1023E+11
21085,Z304JWL3,4.00079E+12,1,16,28,0,24,24,26329,6140,26,50257310704,97425348215
13089,Z305K21K,4.00079E+12,1,32,29,0,8,8,22491,3109,27,39900105888,1.10073E+11
16002,Z302SF0L,4.00079E+12,0,0,0,0,0,0,26745,10860,28,47973874768,99200673458
21084,Z304JWL3,4.00079E+12,1,16,28,0,24,24,26312,6140,26,50232932464,97323005457
14919,Z305B778,4.00079E+12,0,0,0,0,0,0,24822,33354,20,44413587728,1.3633E+11
13090,Z305K21K,4.00079E+12,1,16,21,0,16,16,22467,3109,27,39869177416,1.09881E+11
14519,Z302RJA0,4.00079E+12,0,0,0,0,0,0,26950,70656,23,23499381169,2.32449E+11
21085,Z304JWL3,4.00079E+12,1,0,1,0,0,0,26288,6138,26,50208570936,97124136972
8671,Z304L966,4.00079E+12,0,0,0,0,0,0,25318,12033,22,45022892344,1.0161E+11
13090,Z305K21K,4.00079E+12,1,8,12,0,16,16,22443,3108,27,39852158536,1.09741E+11
14999,S300Z66L,4.00079E+12,0,0,0,0,0,0,28296,47616,24,51282381872,1.18812E+11
21085,Z304JWL3,4.00079E+12,1,0,1,0,0,0,26264,6138,26,50190738488,96940791575
3983,S300Z57D,4.00079E+12,0,0,0,0,0,0,28844,37395,19,52008552224,1.09475E+11
13091,Z305K21K,4.00079E+12,1,8,12,0,16,16,22419,3108,28,39827141816,1.09581E+11
13773,S300XE8A,4.00079E+12,0,0,0,0,0,0,28321,36966,22,51030387712,1.06818E+11
21087,Z304JWL3,4.00079E+12,1,0,1,0,0,0,26240,6138,26,50167589952,96738966654
3050,Z304JWHD,4.00079E+12,0,0,0,0,0,0,26326,8037,21,47865784872,1.17326E+11
13078,Z305K21K,4.00079E+12,1,8,12,0,16,16,22395,3108,27,39806462904,1.09533E+11
11341,Z305B96T,4.00079E+12,0,0,0,0,0,0,24836,33835,22,43472946768,93745596660
21089,Z304JWL3,4.00079E+12,1,0,1,0,0,0,26217,6138,26,50144524992,96565559377
7313,Z305B8D8,4.00079E+12,0,0,0,0,0,0,23977,9255,19,43279796120,1.15415E+11
13106,Z305K21K,4.00079E+12,1,8,12,0,16,16,22370,3108,28,39787528616,1.09364E+11
15927,Z3025KPV,4.00079E+12,0,0,2,2,8,8,33114,23722,24,25825405020,2.03322E+11
21126,Z304JWL3,4.00079E+12,1,0,1,0,0,0,26193,6138,26,50120172816,96416310524
2542,Z3025282,4.00079E+12,0,0,0,0,0,0,34386,40552,27,26098885717,1.6396E+11
13132,Z305K21K,4.00079E+12,1,8,12,0,16,16,22347,3108,26,39735836248,1.09193E+11
15094,Z305D3N7,4.00079E+12,0,0,0,0,0,0,23164,4256,23,42097450456,1.2219E+11
21162,Z304JWL3,4.00079E+12,1,0,1,0,0,0,26168,6138,26,50091214088,96227253710
23386,Z305GW2P,4.00079E+12,0,0,0,0,0,0,23165,3767,25,40973709864,1.11059E+11
13132,Z305K21K,4.00079E+12,1,8,12,0,16,16,22323,3108,27,39721274016,1.09019E+11
16335,Z302AYMM,4.00079E+12,0,0,0,0,0,0,29786,39340,23,52175273368,1.26462E+11
21162,Z304JWL3,4.00079E+12,1,0,1,0,0,0,26144,6138,27,50060026736,96055901495
15084,Z3010B5R,4.00079E+12,0,0,0,0,0,0,34582,63759,24,24344802802,1.92753E+11
13133,Z305K21K,4.00079E+12,1,8,12,0,16,16,22299,3108,27,39704849968,1.08832E+11
12003,Z305D2VG,4.00079E+12,0,0,0,0,0,0,23356,10395,33,39716099280,1.06901E+11
21163,Z304JWL3,4.00079E+12,1,0,1,0,0,0,26120,6138,26,50041790032,95875878164
2728,Z302T6N7,4.00079E+12,0,0,0,0,0,0,27003,13696,38,49560547488,1.0016E+11
19504,Z3025BQY,4.00079E+12,0,0,0,0,0,0,33606,10274,26,23547886921,1.65233E+11
13404,Z3051XEA,4.00079E+12,0,0,0,0,0,0,24822,33727,21,43325804360,1.00299E+11
870,S300Z3XP,4.00079E+12,1,0,11,0,16,16,27413,20570,21,50463671736,1.11281E+11
23862,Z3041D1F,4.00079E+12,1,0,3,0,0,0,27000,104539,19,22251802928,1.91617E+11
870,S300Z3XP,4.00079E+12,1,0,11,0,16,16,27389,20570,21,50444863648,1.11131E+11
16580,Z304L9RM,4.00079E+12,0,0,0,0,0,0,25327,4466,24,45578162984,1.1393E+11
23863,Z3041D1F,4.00079E+12,1,0,0,0,0,0,26975,104539,19,22250017916,1.91579E+11
7275,Z304HVC9,4.00079E+12,0,0,0,0,0,0,24956,125173,23,29251323112,1.12264E+11
870,S300Z3XP,4.00079E+12,1,0,9,0,16,16,27364,20570,21,50428101984,1.10993E+11
1738,Z3014PFQ,4.00079E+12,0,0,0,4,0,0,40445,68876,25,28660159468,2.40573E+11
23863,Z3041D1F,4.00079E+12,1,0,0,0,0,0,26952,104539,22,22247771268,1.91549E+11
318,Z3056MDM,4.00079E+12,0,0,0,0,0,0,23326,8859,28,40039385848,1.33219E+11
870,S300Z3XP,4.00079E+12,1,0,9,0,16,16,27341,20570,21,50412637184,1.10819E+11
4693,Z304K083,4.00079E+12,0,0,0,0,0,0,26312,6293,23,50159313712,97331482928
23865,Z3041D1F,4.00079E+12,1,0,0,0,0,0,26928,104539,19,22245973592,1.91521E+11
6908,Z3040Z4M,4.00079E+12,0,0,0,0,0,0,25327,6821,22,44455796960,1.19111E+11
875,S300Z3XP,4.00079E+12,1,0,9,0,16,16,27316,20570,21,50380442064,1.10645E+11
22892,Z302AK78,4.00079E+12,0,0,0,0,0,0,28263,48840,23,50003521584,1.09321E+11
23866,Z3041D1F,4.00079E+12,1,0,0,0,0,0,26904,104539,21,22243998391,1.91494E+11
9542,S300XA6N,4.00079E+12,0,0,0,2,0,0,32596,21845,31,24427752212,1.83462E+11
876,S300Z3XP,4.00079E+12,1,0,9,0,16,16,27293,20570,21,50365931296,1.10458E+11
7541,Z305B6GQ,4.00079E+12,0,0,0,0,0,0,24655,34061,23,44034247480,1.01708E+11
23908,Z3041D1F,4.00079E+12,1,0,0,0,0,0,26879,104539,18,22242145757,1.9147E+11
9891,Z3057R9Z,4.00079E+12,0,0,0,0,0,0,23964,9505,22,43325515112,1.21954E+11
877,S300Z3XP,4.00079E+12,1,0,9,0,16,16,27269,20570,21,50346175184,1.1027E+11
5330,Z3051PBE,4.00079E+12,0,0,0,0,0,0,24806,32850,20,45746775200,1.08726E+11
23954,Z3041D1F,4.00079E+12,1,0,0,0,0,0,26856,104539,18,22240137628,1.91439E+11
6152,S300VLQH,4.00079E+12,0,0,0,0,0,0,28334,127308,19,44558829864,1.15483E+11
877,S300Z3XP,4.00079E+12,1,0,9,0,16,16,27244,20570,21,50322672896,1.10093E+11
17447,Z302B0WE,4.00079E+12,0,0,0,0,0,0,32135,55536,19,54932376744,2.92928E+11
23956,Z3041D1F,4.00079E+12,1,0,0,0,0,0,26832,104539,18,22238203547,1.91413E+11
1630,W300SS7F,4.00079E+12,0,0,0,0,0,0,29837,8605,22,38892133344,80845135892
878,S300Z3XP,4.00079E+12,1,0,9,0,32,32,27221,20570,21,50303155072,1.09937E+11
17222,Z302FD9F,4.00079E+12,0,0,0,0,0,0,30460,29992,23,55274469664,1.05405E+11
23957,Z3041D1F,4.00079E+12,1,0,0,0,0,0,26807,104539,19,22236164726,1.91386E+11
15120,Z304KC14,4.00079E+12,0,0,0,0,0,0,25328,5631,23,44601341176,1.20238E+11
885,S300Z3XP,4.00079E+12,1,0,9,0,32,32,27197,20570,21,50286267480,1.09772E+11
20934,S300XB1T,4.00079E+12,0,0,0,0,0,0,28348,112331,20,44698548344,1.18441E+11
24170,Z3041D1F,4.00079E+12,1,0,0,0,0,0,26784,104539,19,22234174774,1.91357E+11
23546,S3011FG7,4.00079E+12,0,0,0,0,0,0,30458,37039,18,56177707384,94783536689
17889,S301KX5P,4.00079E+12,0,0,0,0,0,0,24815,142238,23,27509883504,1.10996E+11
9755,Z3029GDA,4.00079E+12,1,0,3,0,8,8,30434,34898,20,55444316880,1.06657E+11
9754,Z3029GDA,4.00079E+12,1,0,3,0,8,8,30410,34898,19,55421806320,1.06501E+11
7993,Z3029GAT,4.00079E+12,0,0,0,0,0,0,32497,38282,30,25264405454,2.21961E+11
9754,Z3029GDA,4.00079E+12,1,0,3,0,8,8,30386,34898,20,55407778896,1.06434E+11
11623,Z302DJNR,4.00079E+12,0,0,0,1,0,0,32067,47999,28,26282936133,2.48049E+11
9751,Z3029GDA,4.00079E+12,1,0,3,0,8,8,30362,34898,19,55393409816,1.06292E+11
13421,S30107AR,4.00079E+12,0,0,0,0,0,0,30435,32915,18,55566607616,1.03446E+11
9775,Z3029GDA,4.00079E+12,1,0,3,0,8,8,30338,34898,20,55375705720,1.06193E+11
10487,Z305D6VR,4.00079E+12,0,0,0,0,0,0,23559,2679,19,42489375200,89411050109
9797,Z3029GDA,4.00079E+12,1,0,3,0,8,8,30314,34898,20,55356494880,1.06055E+11
23023,Z30250X7,4.00079E+12,0,0,0,2,0,0,34188,136848,29,25768586654,2.33903E+11
9797,Z3029GDA,4.00079E+12,1,0,3,0,8,8,30290,34898,20,55337501112,1.05873E+11
17351,S300YSL6,4.00079E+12,0,488,0,0,0,0,28799,39886,22,52004308944,95512898423
9798,Z3029GDA,4.00079E+12,1,0,3,0,8,8,30266,34898,20,55325271512,1.05747E+11
10650,Z305D5SV,4.00079E+12,0,0,0,0,0,0,23596,4882,26,43993031128,96270724790
9874,Z3029GDA,4.00079E+12,1,0,3,0,8,8,30242,34898,20,55303498224,1.05618E+11
5367,S300XCWY,4.00079E+12,0,0,0,0,0,0,28321,124414,25,43759756504,1.03852E+11
9918,Z3029GDA,4.00079E+12,1,0,3,0,8,8,30218,34898,20,55284798880,1.05478E+11
18844,Z305BZK7,4.00079E+12,0,0,0,0,0,0,23116,4142,22,41869947904,1.28569E+11
729,Z304J0MJ,4.00079E+12,0,0,0,0,0,0,26289,7035,22,47947429912,1.24064E+11
7146,S300Z4VB,4.00079E+12,0,0,0,0,0,0,29694,37794,20,55751187608,96447219234
1654,Z305AK1B,4.00079E+12,1,0,0,0,0,0,23889,9103,26,44726041416,1.11302E+11
11477,Z304KBS4,4.00079E+12,1,0,0,1,0,0,26307,7867,20,48212340896,1.15253E+11
1658,Z305AK1B,4.00079E+12,1,0,0,0,0,0,23866,9103,26,44719969240,1.10657E+11
16565,Z3059KB6,4.00079E+12,0,0,0,0,0,0,24585,34392,23,44601643728,1.12953E+11
11469,Z304KBS4,4.00079E+12,1,0,0,0,0,0,26281,7839,20,48209958696,1.1512E+11
6970,Z305MF3J,4.00079E+12,0,0,0,0,0,0,22419,3640,35,38754846424,90989005378
1661,Z305AK1B,4.00079E+12,1,0,0,0,0,0,23841,9103,26,44714198888,1.09974E+11
8756,Z305GWSX,4.00079E+12,0,0,0,0,0,0,23066,3832,32,41706899608,1.15584E+11
11497,Z304KBS4,4.00079E+12,1,0,0,0,0,0,26256,7838,20,48207042544,1.14966E+11
7685,Z305D365,4.00079E+12,0,0,0,0,0,0,22519,5976,24,37693413624,90067913327
1664,Z305AK1B,4.00079E+12,1,0,0,0,0,0,23818,9103,26,44704058304,1.09017E+11
16588,Z302AKLW,4.00079E+12,0,0,0,0,0,0,28191,51680,22,49210814912,1.03691E+11
11518,Z304KBS4,4.00079E+12,1,0,0,0,0,0,26232,7838,20,48204663552,1.14849E+11
21452,Z3025PLG,4.00079E+12,0,0,0,1,0,0,34105,584379,28,24260433748,2.13616E+11
1664,Z305AK1B,4.00079E+12,1,0,0,0,0,0,23793,9103,26,44691193560,1.08386E+11
18371,Z305KBC5,4.00079E+12,0,0,0,0,0,0,22899,54986,21,36157500400,1.04526E+11
11518,Z304KBS4,4.00079E+12,1,0,0,0,0,0,26208,7838,20,48200248264,1.1474E+11
5463,S301GM8E,4.00079E+12,0,0,0,0,0,0,25736,9198,27,46463980952,88688475221
1665,Z305AK1B,4.00079E+12,1,0,0,0,0,0,23769,9103,26,44677790520,1.08282E+11
4752,S30117E8,4.00079E+12,0,0,0,0,0,0,30388,33841,18,56395585816,1.20851E+11
11519,Z304KBS4,4.00079E+12,1,0,0,0,0,0,26184,7822,20,48196066776,1.1463E+11
19735,Z304KDLE,4.00079E+12,0,0,0,0,0,0,26238,8355,23,50293866128,1.02631E+11
1679,Z305AK1B,4.00079E+12,1,0,0,0,0,0,23745,9103,26,44656865928,1.08175E+11
19560,Z3025KAZ,4.00079E+12,0,0,0,0,0,0,35020,115884,22,26347348153,2.72017E+11
11611,Z304KBS4,4.00079E+12,1,0,0,0,0,0,26160,7821,20,48193158856,1.14489E+11
23303,Z303LXKG,4.00079E+12,0,0,0,0,0,0,23255,9035,32,39630760712,99107387984
1693,Z305AK1B,4.00079E+12,1,0,0,0,0,0,23721,9103,26,44643838776,1.08079E+11
76,Z302FD0Q,4.00079E+12,0,0,0,0,0,0,30387,37800,20,55617669128,1.10731E+11
11675,Z304KBS4,4.00079E+12,1,0,0,0,0,0,26136,7821,20,48187715536,1.1431E+11
20738,Z305GVS4,4.00079E+12,0,8,13,0,0,0,23063,3904,27,41769670376,1.14649E+11
1698,Z305AK1B,4.00079E+12,1,0,0,0,0,0,23693,9102,25,44617701152,1.07926E+11
21116,S300Z706,4.00079E+12,0,0,0,0,0,0,29715,39202,20,52788360624,98205356174
11729,Z304KBS4,4.00079E+12,1,0,0,0,0,0,26109,7818,20,48185723216,1.14131E+11
5326,Z3014PPS,4.00079E+12,0,0,0,1,0,0,40362,36189,31,34434048359,4.32684E+11
1698,Z305AK1B,4.00079E+12,1,0,0,0,0,0,23670,9102,25,44599343496,1.07774E+11
18795,Z3059JWT,4.00079E+12,0,0,0,0,0,0,23886,8592,31,45278436768,89914406718
11729,Z304KBS4,4.00079E+12,1,0,0,0,0,0,26085,7818,20,48183127336,1.13968E+11
14706,Z302SQ26,4.00079E+12,0,0,0,0,0,0,27340,20584,22,52153428256,96999884060
9483,Z304HTNZ,4.00079E+12,0,0,0,0,0,0,25226,5839,22,43009524688,1.22435E+11
3720,Z30251GB,4.00079E+12,0,0,0,1,0,0,34244,243942,23,25452954166,2.38946E+11
11919,S301P96N,4.00079E+12,0,0,0,0,0,0,25546,14501,20,44672329808,1.05669E+11
13596,Z3053JNA,4.00079E+12,1,8,7,0,16,16,23231,9937,27,41160741704,1.12415E+11
21710,Z3059YMB,4.00079E+12,1,2032,21,0,16,16,24722,123874,22,27369346384,1.12873E+11
22946,Z304JLE2,4.00079E+12,1,0,0,0,8,8,26281,8014,22,48492731584,1.14976E+11
13624,Z3053JNA,4.00079E+12,1,0,0,0,0,0,23207,9937,27,41138531576,1.12286E+11
19755,S300Z4NE,4.00079E+12,0,0,0,0,0,0,28155,47885,28,50688372432,1.18244E+11
21747,Z3059YMB,4.00079E+12,1,2008,3,0,16,16,24698,123874,21,27367303304,1.12725E+11
24171,Z300ZV33,4.00079E+12,0,0,0,1,0,0,34406,32413,29,25064000912,1.86995E+11
22985,Z304JLE2,4.00079E+12,1,0,0,0,8,8,26257,8014,23,48490903264,1.14834E+11
19193,Z305DTLA,4.00079E+12,0,0,0,0,0,0,18322,30041,20,11335728870,28281568412
13650,Z3053JNA,4.00079E+12,1,0,0,0,0,0,23184,9937,27,41116271392,1.12148E+11
13274,Z3040QVS,4.00079E+12,0,0,0,0,0,0,25231,4204,21,45143916232,1.15067E+11
21785,Z3059YMB,4.00079E+12,1,2008,3,0,16,16,24675,123874,21,27364896768,1.12553E+11
23619,Z304HSL5,4.00079E+12,0,0,0,0,0,0,25186,8849,20,43330896696,1.18197E+11
23025,Z304JLE2,4.00079E+12,1,0,0,0,8,8,26233,8014,22,48488895672,1.14694E+11
22066,Z302A03W,4.00079E+12,0,0,2,0,0,0,32234,143923,26,23881321598,2.18772E+11
13650,Z3053JNA,4.00079E+12,1,0,0,0,0,0,23159,9937,27,41081655528,1.11998E+11
22378,Z300WN5Y,4.00079E+12,0,0,0,0,0,0,42142,961820,25,25706003641,2.31307E+11
21786,Z3059YMB,4.00079E+12,1,2000,3,0,16,16,24651,123873,22,27362507344,1.12391E+11
12093,S300Z49V,4.00079E+12,0,0,0,0,0,0,27315,20569,25,50772220136,98845673360
23026,Z304JLE2,4.00079E+12,1,0,0,0,8,8,26209,7992,22,48484024512,1.14559E+11
7712,Z30270ED,4.00079E+12,0,0,0,0,0,0,32361,140398,27,24005620837,2.75998E+11
13651,Z3053JNA,4.00079E+12,1,0,0,0,0,0,23135,9937,27,41061539744,1.1188E+11
15987,Z30545J5,4.00079E+12,0,0,0,0,0,0,23864,8677,22,43107948320,1.03337E+11
21787,Z3059YMB,4.00079E+12,1,1928,3,0,16,16,24627,123873,21,27359413464,1.12237E+11
1261,Z305KBJX,4.00079E+12,0,0,0,0,0,0,22876,54110,29,37218685536,99114975031
23027,Z304JLE2,4.00079E+12,1,0,0,0,8,8,26185,7992,22,48481318944,1.144E+11
22824,Z302T694,4.00079E+12,0,0,0,0,0,0,26598,10933,31,48860934512,91216202092
13773,Z3053JNA,4.00079E+12,1,0,0,0,0,0,23111,9934,27,41038732496,1.1177E+11
20683,Z304JXBZ,4.00079E+12,0,0,0,0,0,0,26218,6126,26,49837410480,94347050628
21974,Z3059YMB,4.00079E+12,1,1928,3,0,16,16,24602,123863,21,27356361656,1.12078E+11
6766,S300Z5PX,4.00079E+12,0,0,0,0,0,0,29667,38231,21,51288608936,1.06909E+11
23232,Z304JLE2,4.00079E+12,1,0,0,0,8,8,26161,7990,22,48478600544,1.14224E+11
19731,Z3025WBN,4.00079E+12,0,0,0,0,0,0,34825,60476,25,24262871340,2.02224E+11
13851,Z3053JNA,4.00079E+12,1,0,0,0,0,0,23087,9934,26,41017981272,1.11679E+11
14166,Z303BJHH,4.00079E+12,0,0,0,0,0,0,24646,7976,24,37399914024,1.12983E+11
22096,Z3059YMB,4.00079E+12,1,1928,3,0,16,16,24579,123862,21,27353166608,1.11924E+11
13218,S300ZA48,4.00079E+12,0,0,0,0,0,0,28540,35769,24,54247031016,95297277764
23363,Z304JLE2,4.00079E+12,1,0,0,0,8,8,26137,7990,22,48473477736,1.14074E+11
4572,S301GMMZ,4.00079E+12,0,0,0,0,0,0,25707,11441,25,45153496608,1.22202E+11
13917,Z3053JNA,4.00079E+12,1,0,0,0,0,0,23063,9934,27,40994115880,1.11567E+11
6845,Z304KBPC,4.00079E+12,0,0,0,0,0,0,25524,13778,21,47337852536,93727663053
22206,Z3059YMB,4.00079E+12,1,1928,3,0,16,16,24551,123857,22,27347825008,1.11725E+11
15077,Z30534RL,4.00079E+12,0,0,0,0,0,0,23233,8734,27,41013987160,1.18422E+11
23477,Z304JLE2,4.00079E+12,1,0,0,0,8,8,26110,7987,22,48471561656,1.13905E+11
21241,Z305D6NN,4.00079E+12,0,0,0,0,0,0,23528,3788,26,42459497248,98871731435
13917,Z3053JNA,4.00079E+12,1,0,0,0,0,0,23039,9934,26,40977248264,1.11516E+11
