,serial_number,capacity_bytes,failure,smart_5_raw,smart_187_raw,smart_188_raw,smart_197_raw,smart_198_raw,smart_9_raw,smart_193_raw,smart_194_raw,smart_241_raw,smart_242_raw
28310,W300KMBN,4.00079E+12,1,0,0,0,0,0,38855,44107,22,31475196224,2.70681E+11
16667,Z304HTV7,4.00079E+12,0,0,0,0,0,0,20983,6601,19,43090367784,86514917728
8482,Z304KCR4,4.00079E+12,1,8,15,0,16,16,20936,5851,21,42790173952,93526244706
27646,Z3050DX0,4.00079E+12,0,0,0,0,0,0,18989,9922,28,36727885992,88089510772
15919,S3019QKZ,4.00079E+12,1,0,0,0,0,0,17070,110397,22,13224281839,62514798159
16181,Z300W77G,4.00079E+12,0,0,0,0,0,0,37827,97351,24,29846131246,2.55324E+11
28310,W300KMBN,4.00079E+12,1,0,0,0,0,0,38832,42980,21,31475079664,2.70646E+11
7974,S300Z5S0,4.00079E+12,0,0,0,0,0,0,24489,39351,22,50449602560,88630594577
8482,Z304KCR4,4.00079E+12,1,8,15,0,16,16,20912,5851,21,42786986728,93356598414
27171,Z30252FG,4.00079E+12,0,0,0,0,0,0,30555,5435,23,23390397949,1.75826E+11
15919,S3019QKZ,4.00079E+12,1,0,0,0,0,0,17046,110397,22,13222835667,62482280203
124,Z305LNB9,4.00079E+12,0,0,0,0,0,0,18150,3583,25,35869692304,71012754543
28310,W300KMBN,4.00079E+12,1,0,0,0,0,0,38808,41817,22,31474963124,2.70613E+11
24953,Z300HLVP,4.00079E+12,0,0,0,0,0,0,40860,99208,23,32144005186,3.40299E+11
8483,Z304KCR4,4.00079E+12,1,8,15,0,16,16,20888,5851,21,42772771016,93205171610
29967,S300ZAKX,4.00079E+12,0,0,0,0,0,0,24321,37679,21,50361893184,81622957541
15920,S3019QKZ,4.00079E+12,1,0,0,0,0,0,17021,110397,22,13221396087,62446119326
28718,Z302SQDY,4.00079E+12,0,0,0,0,0,0,23063,20027,22,46975378336,72602980622
28310,W300KMBN,4.00079E+12,1,0,0,0,0,0,38783,40586,22,31474842964,2.70579E+11
25321,Z305APYZ,4.00079E+12,0,0,0,0,0,0,19616,10562,25,39298766704,68414802194
8483,Z304KCR4,4.00079E+12,1,0,4,0,0,0,20864,5850,21,42755550728,93047497709
22710,Z3016LBN,4.00079E+12,0,0,0,0,0,0,35745,16302,21,27799037362,2.2734E+11
15920,S3019QKZ,4.00079E+12,1,0,0,0,0,0,16997,110397,22,13219726619,62414310169
3967,Z304JW5Y,4.00079E+12,0,0,0,0,0,0,21993,4611,22,47681889840,86800597692
28310,W300KMBN,4.00079E+12,1,0,0,0,0,0,38760,39358,22,31474726484,2.70546E+11
13129,Z304JWA3,4.00079E+12,0,0,0,0,0,0,21994,6271,24,45538755312,79791771824
8589,Z304KCR4,4.00079E+12,1,0,4,0,0,0,20840,5850,22,42740759000,92897852138
27950,S300XK30,4.00079E+12,0,0,0,0,0,0,25442,37381,17,49147179464,78325179606
16118,S3019QKZ,4.00079E+12,1,0,0,0,0,0,16974,110397,22,13218304893,62382420279
6439,Z305DVJQ,4.00079E+12,0,0,0,0,0,0,19234,4387,25,39473150976,84976024007
28609,W300KMBN,4.00079E+12,1,0,0,0,0,0,38736,38182,22,31474609984,2.70513E+11
2336,Z305KVTP,4.00079E+12,0,0,0,0,0,0,18653,52453,32,33894229416,81677710458
8589,Z304KCR4,4.00079E+12,1,0,4,0,0,0,20811,5848,22,42726666680,92678414922
8953,Z3014VCS,4.00079E+12,0,0,0,1,0,0,36100,26740,23,34637312614,4.47766E+11
16120,S3019QKZ,4.00079E+12,1,0,0,0,0,0,16949,110397,22,13216840931,62347070984
5455,Z303LVB5,4.00079E+12,0,0,36,3,0,0,22591,20801,25,23088109289,1.88695E+11
28614,W300KMBN,4.00079E+12,1,0,0,0,0,0,38712,37132,21,31474493514,2.7048E+11
20802,S30117VF,4.00079E+12,0,0,0,0,0,0,26046,35926,25,50755765000,80420414473
8586,Z304KCR4,4.00079E+12,1,0,4,0,0,0,20787,5848,22,42707186864,92495439687
1057,Z304CK40,4.00079E+12,0,0,0,0,0,0,21297,14443,22,41863735072,70677416004
16113,S3019QKZ,4.00079E+12,1,0,0,0,0,0,16925,110397,22,13215362739,62314246319
810,Z300GPRK,4.00079E+12,0,0,0,0,0,0,41527,25912,21,34914325172,3.10346E+11
28613,W300KMBN,4.00079E+12,1,0,0,0,0,0,38688,35989,21,31474373164,2.70444E+11
22563,W3009RLY,4.00079E+12,0,0,0,0,0,0,31901,107479,19,23626076750,1.85384E+11
8585,Z304KCR4,4.00079E+12,1,0,4,0,0,0,20763,5848,21,42688425632,92334301365
11027,Z30250FZ,4.00079E+12,0,0,0,0,0,0,30027,17837,27,25852549963,1.49727E+11
16112,S3019QKZ,4.00079E+12,1,0,0,0,0,0,16902,110397,22,13213956995,62282244961
12311,Z305D5CW,4.00079E+12,0,0,0,0,0,0,18988,8654,27,37993516328,1.04127E+11
28614,W300KMBN,4.00079E+12,1,0,0,0,0,0,38664,34865,22,31474256694,2.70412E+11
26913,S301MJ8S,4.00079E+12,0,0,0,0,0,0,21968,6700,19,45619938184,73080819277
2548,Z304KDK3,4.00079E+12,0,0,0,0,0,0,21924,5901,28,47404913024,73581899750
8645,Z305GWV9,4.00079E+12,1,0,12,0,0,0,18725,3206,25,42560483200,81026164213
8646,Z305GWV9,4.00079E+12,1,0,9,0,0,0,18701,3206,25,42547839992,80827341815
13043,Z304HSTM,4.00079E+12,0,0,0,0,0,0,20863,10138,21,42555111424,74839078791
8646,Z305GWV9,4.00079E+12,1,0,9,0,0,0,18676,3206,25,42536951240,80688818286
16386,S300XB4V,4.00079E+12,0,0,0,0,0,0,23887,39268,21,49284944208,77290486698
8751,Z305GWV9,4.00079E+12,1,0,6,0,0,0,18652,3206,27,42526032592,80545835017
25344,Z302B0BW,4.00079E+12,0,0,0,0,0,0,27727,58371,18,50347045736,74519123574
8751,Z305GWV9,4.00079E+12,1,0,6,0,0,0,18628,3206,27,42517166768,80360273030
26341,W300NVXZ,4.00079E+12,0,0,0,0,0,0,25059,31645,21,14190535600,51002835073
8748,Z305GWV9,4.00079E+12,1,0,5,0,8,8,18604,3206,27,42499375392,80157901470
20447,S300XLTK,4.00079E+12,0,0,0,0,0,0,24255,37501,23,49459158784,93590888096
8747,Z305GWV9,4.00079E+12,1,0,5,0,8,8,18580,3206,27,42483039912,79975905793
29866,Z300MX1C,4.00079E+12,0,0,0,0,0,0,40769,62579,27,32283052460,1.5617E+11
8751,Z305GWV9,4.00079E+12,1,0,5,0,8,8,18556,3206,27,42471444544,79834895219
9873,Z3041H72,4.00079E+12,0,0,0,0,0,0,21389,8713,23,43529096088,78176164416
8752,Z305GWV9,4.00079E+12,1,0,5,0,8,8,18533,3206,27,42457371240,79617136667
21483,Z302FEDK,4.00079E+12,0,0,0,0,0,0,27722,52663,19,52313406968,94558742091
8751,Z305GWV9,4.00079E+12,1,0,5,0,8,8,18509,3206,27,42446835440,79471006316
6170,S300Z4DG,4.00079E+12,0,0,0,0,0,0,25352,35321,17,48789145120,81970716168
12044,Z304LANM,4.00079E+12,0,0,0,0,0,0,20797,10371,22,42297284424,65480944798
1590,Z30149QF,4.00079E+12,1,0,0,0,0,0,34902,37250,20,26806304484,1.40439E+11
1590,Z30149QF,4.00079E+12,1,0,0,0,0,0,34878,36000,20,26806187924,1.40412E+11
29666,Z300XDNN,4.00079E+12,0,0,0,0,0,0,37723,12275,26,30463094104,2.46859E+11
1592,Z30149QF,4.00079E+12,1,0,0,0,0,0,34854,34728,20,26806071394,1.40385E+11
30046,W300B2TV,4.00079E+12,0,0,0,0,0,0,41383,78236,18,35404642686,3.37132E+11
1592,Z30149QF,4.00079E+12,1,0,0,0,0,0,34830,33450,20,26805951374,1.40359E+11
27763,Z3020VAX,4.00079E+12,0,0,0,0,0,0,30380,103194,23,26766386821,2.48765E+11
1590,Z30149QF,4.00079E+12,1,0,0,0,0,0,34806,32214,20,26805834894,1.40332E+11
22746,Z304EFYK,4.00079E+12,0,0,0,0,0,0,8199,126,32,13652110504,52297058038
1590,Z30149QF,4.00079E+12,1,0,0,0,0,0,34782,30990,20,26805718334,1.40305E+11
2045,Z302A0QX,4.00079E+12,0,0,0,0,0,0,27600,12631,22,26369850346,1.62679E+11
1591,Z30149QF,4.00079E+12,1,0,0,0,0,0,34758,29697,20,26805601814,1.40279E+11
30145,Z305GXVE,4.00079E+12,0,0,0,0,0,0,18655,2899,24,40627822544,80706394811
1591,Z30149QF,4.00079E+12,1,0,0,0,0,0,34730,28197,20,26805462614,1.40242E+11
9323,Z301CPJ4,4.00079E+12,0,0,0,0,0,0,25345,9944,17,36190990088,77544062030
1591,Z30149QF,4.00079E+12,1,0,0,0,0,0,34705,26917,20,26805342324,1.40207E+11
29745,Z3059655,4.00079E+12,0,0,0,0,0,0,20329,33936,19,40941865040,65142634027
1591,Z30149QF,4.00079E+12,1,0,0,0,0,0,34682,25650,20,26805225914,1.40175E+11
12470,Z305D5CG,4.00079E+12,0,0,0,0,0,0,19088,4465,26,40839718072,69619393800
26657,S300Z6FT,4.00079E+12,0,0,0,0,0,0,22886,19119,36,46858511776,89664292411
30060,Z302G4SW,4.00079E+12,0,0,0,0,0,0,27626,49872,20,54392181592,89236075171
20009,Z304HSGJ,4.00079E+12,0,0,0,0,0,0,20772,11423,22,40292540984,77260021862
13922,Z3068Y7A,4.00079E+12,1,0,0,0,0,0,3562,119014,21,7910123387,19286879268
16725,Z300TBP2,4.00079E+12,1,0,0,0,0,0,37691,190813,17,28721074088,1.89694E+11
17135,Z300KJ26,4.00079E+12,1,0,0,0,0,0,38991,292323,23,30132883632,2.8991E+11
13917,Z3068Y7A,4.00079E+12,1,0,0,0,0,0,3537,119014,21,7908192355,19266974416
27412,Z305GW7P,4.00079E+12,0,0,0,0,0,0,18632,3785,28,42585661760,80437789697
16719,Z300TBP2,4.00079E+12,1,0,0,0,0,0,37667,190813,18,28719173950,1.89671E+11
14532,S30116FP,4.00079E+12,0,0,0,0,0,0,25879,30699,22,50970366520,95715210847
17129,Z300KJ26,4.00079E+12,1,0,0,0,0,0,38967,292323,23,30130807988,2.89878E+11
2551,Z304HS9Y,4.00079E+12,0,0,0,0,0,0,20808,5628,22,45335422968,78345856996
13916,Z3068Y7A,4.00079E+12,1,0,0,0,0,0,3513,119014,21,7906357909,19248775203
6154,Z304HSX5,4.00079E+12,0,0,0,0,0,0,20786,7320,22,40612489808,1.10158E+11
16718,Z300TBP2,4.00079E+12,1,0,0,0,0,0,37643,190813,17,28717368192,1.89649E+11
15107,Z300CLJQ,4.00079E+12,0,0,0,0,0,0,39990,21340,25,29713975754,1.76005E+11
17128,Z300KJ26,4.00079E+12,1,0,0,0,0,0,38943,292323,23,30128780098,2.89846E+11
19143,S300XJXN,4.00079E+12,0,0,0,1,0,0,28114,22521,20,24557372259,2.18891E+11
13922,Z3068Y7A,4.00079E+12,1,0,0,0,0,0,3489,119014,21,7904460629,19228821807
10617,Z305D2GK,4.00079E+12,0,0,0,0,0,0,19107,5313,27,38225173520,94614744397
16725,Z300TBP2,4.00079E+12,1,0,0,0,0,0,37619,190813,18,28715500508,1.89625E+11
23603,Z305KX1Q,4.00079E+12,0,0,11,0,0,0,18437,50850,26,32079616472,75888733267
17135,Z300KJ26,4.00079E+12,1,0,0,0,0,0,38919,292323,23,30126825238,2.89815E+11
2782,Z305D509,4.00079E+12,0,0,0,0,0,0,18817,9813,31,36121016104,81452180543
13923,Z3068Y7A,4.00079E+12,1,0,0,0,0,0,3465,119014,21,7902384873,19207309398
25200,S300Z4NE,4.00079E+12,0,0,0,0,0,0,23743,46390,31,49987698888,90426320369
16726,Z300TBP2,4.00079E+12,1,0,0,0,0,0,37595,190813,17,28713462996,1.896E+11
13398,Z304L939,4.00079E+12,0,0,0,0,0,0,20787,10880,22,40564660336,88612701133
17136,Z300KJ26,4.00079E+12,1,0,0,0,0,0,38895,292323,23,30123687048,2.89781E+11
18327,Z3059LDC,4.00079E+12,0,0,0,0,0,0,19445,8896,21,40228841552,74202348056
13920,Z3068Y7A,4.00079E+12,1,0,0,0,0,0,3441,119014,20,7900344787,19187711984
15605,Z302B9K1,4.00079E+12,0,0,0,0,0,0,27631,56585,19,52387836728,1.06612E+11
16725,Z300TBP2,4.00079E+12,1,0,0,0,0,0,37571,190813,17,28711450894,1.89577E+11
26411,Z304JXBZ,4.00079E+12,0,0,0,0,0,0,21801,6071,26,46563287072,69678048315
17135,Z300KJ26,4.00079E+12,1,0,0,0,0,0,38871,292323,23,30120792368,2.8974E+11
12820,Z305AR6Y,4.00079E+12,0,0,0,0,0,0,20466,134336,20,27905295312,84439945133
13920,Z3068Y7A,4.00079E+12,1,0,0,0,0,0,3417,119012,21,7898261359,19160078106
13394,Z300PB7K,4.00079E+12,0,0,0,0,0,0,39001,54156,23,31259334232,2.78831E+11
16725,Z300TBP2,4.00079E+12,1,0,0,0,0,0,37547,190811,17,28709390084,1.89545E+11
29537,S301K8GD,4.00079E+12,0,0,0,0,0,0,21798,8065,22,46354257368,77402866770
17135,Z300KJ26,4.00079E+12,1,0,0,0,0,0,38847,292323,22,30118303652,2.89702E+11
24798,Z300V5GV,4.00079E+12,0,0,0,0,0,0,37688,214064,21,28878911934,1.63819E+11
13921,Z3068Y7A,4.00079E+12,1,0,0,0,0,0,3393,119012,21,7896451727,19135936253
27144,Z3016NAV,4.00079E+12,0,0,0,0,0,0,35512,137677,21,35068333167,2.66044E+11
16727,Z300TBP2,4.00079E+12,1,0,0,0,0,0,37523,190811,18,28707593482,1.89517E+11
21976,Z305D2T2,4.00079E+12,0,0,0,0,0,0,19088,4853,27,39385340784,63189678398
17137,Z300KJ26,4.00079E+12,1,0,0,0,0,0,38823,292323,23,30116360604,2.8967E+11
3299,Z3014PVC,4.00079E+12,0,0,0,0,0,0,35722,59027,22,27018947710,1.39412E+11
13922,Z3068Y7A,4.00079E+12,1,0,0,0,0,0,3370,119012,20,7894657069,19111071451
19116,S30115Y4,4.00079E+12,0,0,0,0,0,0,25946,39062,17,52820533952,86091524917
16728,Z300TBP2,4.00079E+12,1,0,0,0,0,0,37499,190811,17,28705828836,1.89489E+11
22435,Z304KCWD,4.00079E+12,0,0,0,0,0,0,20815,5258,21,43502917504,88779367040
17138,Z300KJ26,4.00079E+12,1,0,0,0,0,0,38800,292323,23,30114417940,2.89637E+11
12118,Z305FFQB,4.00079E+12,0,0,0,0,0,0,18822,8675,32,39181741976,85212037636
13917,Z3068Y7A,4.00079E+12,1,0,0,0,0,0,3345,119012,21,7892846935,19085532468
30143,Z3053ZQ0,4.00079E+12,0,0,0,0,0,0,18821,7142,34,36340780688,79332197790
16726,Z300TBP2,4.00079E+12,1,0,0,0,0,0,37475,190811,17,28704031170,1.89461E+11
13426,Z305D6VC,4.00079E+12,0,0,0,0,0,0,19090,3928,20,39053515272,70836739728
17136,Z300KJ26,4.00079E+12,1,0,0,0,0,0,38775,292323,23,30112277552,2.89605E+11
7192,Z305GSX8,4.00079E+12,0,0,0,0,0,0,18630,3537,22,41248825296,75290276029
21934,W3009RPZ,4.00079E+12,0,0,0,0,0,0,41870,100213,22,29672860020,2.06173E+11
23511,S301PRMW,4.00079E+12,1,0,0,0,0,0,20424,122194,22,28650180208,80641845166
23517,S301PRMW,4.00079E+12,1,0,0,0,0,0,20400,122194,22,28630583768,80456938561
8787,Z3010V1Q,4.00079E+12,0,0,0,0,0,0,35002,29842,24,32049448584,3.90901E+11
23518,S301PRMW,4.00079E+12,1,0,0,0,0,0,20376,122194,22,28593143952,80307821924
11955,Z30259GY,4.00079E+12,0,0,0,0,0,0,29785,17803,22,23879598249,1.69405E+11
23518,S301PRMW,4.00079E+12,1,0,0,0,0,0,20352,122194,22,28561184456,80151951425
14402,Z304LAKW,4.00079E+12,0,0,0,0,0,0,20725,11099,23,40697109248,81671689113
23518,S301PRMW,4.00079E+12,1,0,0,0,0,0,20328,122193,22,28520134008,79960477656
14605,Z3050DRH,4.00079E+12,0,0,0,0,0,0,19398,7971,20,40655599944,68381131367
23521,S301PRMW,4.00079E+12,1,0,0,0,0,0,20304,122193,22,28490320128,79778581986
4530,S300Z4GV,4.00079E+12,0,0,0,0,0,0,25208,40616,22,48411321136,71213053901
23521,S301PRMW,4.00079E+12,1,0,0,0,0,0,20280,122193,22,28460171040,79626884954
28816,Z303QR6D,4.00079E+12,0,0,0,0,0,0,21079,15668,24,41355579848,71919737534
23522,S301PRMW,4.00079E+12,1,0,0,0,0,0,20256,122193,22,28431844432,79469299363
16041,Z305D5VB,4.00079E+12,0,0,0,0,0,0,18204,2230,22,38685859576,72364388290
23650,S301PRMW,4.00079E+12,1,0,0,0,0,0,20232,122193,22,28382243168,79321983722
18304,S3005PLS,4.00079E+12,0,0,0,0,0,0,24622,16691,23,20159547670,1.26305E+11
23653,S301PRMW,4.00079E+12,1,0,0,0,0,0,20208,122193,23,28324700728,79170477642
29740,Z3053ZXY,4.00079E+12,0,0,0,0,0,0,20260,32597,19,39910257080,80098383429
22546,Z305DHPP,4.00079E+12,0,0,0,0,0,0,15845,3111,16,21864602360,60323767744
13901,W300L6LB,4.00079E+12,1,0,0,0,0,0,38618,34064,24,31418361756,2.79404E+11
13898,W300L6LB,4.00079E+12,1,0,0,0,0,0,38595,33018,24,31418249314,2.79383E+11
25841,S300Z5SX,4.00079E+12,0,0,0,0,0,0,25160,39062,22,48810346944,78868450086
13898,W300L6LB,4.00079E+12,1,0,0,0,0,0,38575,32139,24,31418151324,2.79358E+11
16521,Z305D2FR,4.00079E+12,0,0,0,0,0,0,18726,8673,30,35751533256,96019114985
13899,W300L6LB,4.00079E+12,1,0,0,0,0,0,38552,30939,25,31418034874,2.79325E+11
10930,Z304SZJ8,4.00079E+12,0,0,0,0,0,0,20058,34404,22,40802362912,93594469889
13900,W300L6LB,4.00079E+12,1,0,0,0,0,0,38527,29786,26,31417914544,2.79266E+11
368,Z300XEES,4.00079E+12,0,0,0,0,0,0,37599,11924,26,30461657488,2.45551E+11
13895,W300L6LB,4.00079E+12,1,0,0,0,0,0,38503,28523,25,31417798004,2.79233E+11
5581,S301LJ9Y,4.00079E+12,0,0,0,0,0,0,21029,12802,22,43094811288,72751111176
13967,W300L6LB,4.00079E+12,1,0,0,0,0,0,38479,27367,25,31417681444,2.79198E+11
30171,Z305D23E,4.00079E+12,0,0,0,0,0,0,18991,5079,34,38545504992,85668652223
13970,W300L6LB,4.00079E+12,1,0,0,0,0,0,38455,26116,24,31417561204,2.79164E+11
20023,Z304HSG2,4.00079E+12,0,0,0,0,0,0,20676,11505,23,40167933704,69853210745
13970,W300L6LB,4.00079E+12,1,0,0,0,0,0,38431,24979,25,31417444644,2.79133E+11
600,Z302A05L,4.00079E+12,0,0,0,2,0,0,27850,47610,21,23669651317,1.87715E+11
13971,W300L6LB,4.00079E+12,1,0,0,0,0,0,38404,24194,26,31415220608,2.79002E+11
16153,Z300WWNE,4.00079E+12,0,0,0,0,0,0,38618,33811,26,31361778488,2.83193E+11
3561,Z302SZ3L,4.00079E+12,0,0,0,0,0,0,22090,11943,26,46938190480,65468558814
30302,Z300WPJ8,4.00079E+12,0,0,0,0,0,0,36408,8945,23,28324632544,2.49747E+11
18913,S300ZR3S,4.00079E+12,1,0,0,0,0,0,24031,36623,29,49404327328,79737778356
30883,W300K134,4.00079E+12,1,0,0,0,0,0,38598,33843,26,31345901260,2.79627E+11
18913,S300ZR3S,4.00079E+12,1,0,0,0,0,0,24007,36621,30,49393087504,79644291390
13704,S300YQ23,4.00079E+12,0,0,0,0,0,0,24198,38160,24,49954440552,68291536213
30883,W300K134,4.00079E+12,1,0,0,0,0,0,38579,32902,25,31345807060,2.796E+11
22668,Z3025BTL,4.00079E+12,0,0,0,0,0,0,27994,6865,19,24435736041,1.89421E+11
18915,S300ZR3S,4.00079E+12,1,0,0,0,0,0,23983,36621,30,49375818904,79541841222
22593,S300XS0V,4.00079E+12,0,0,0,0,0,0,28926,86976,19,23221173480,1.58825E+11
30886,W300K134,4.00079E+12,1,0,0,0,0,0,38554,31586,26,31345686870,2.79571E+11
17608,Z304JSV5,4.00079E+12,0,0,0,0,0,0,21680,7907,24,47081687512,93909002899
18916,S300ZR3S,4.00079E+12,1,0,0,0,0,0,23959,36621,28,49355809840,79400555633
6413,Z305DVQ6,4.00079E+12,0,0,0,0,0,0,11190,11524,27,9186574819,23618155538
30887,W300K134,4.00079E+12,1,0,0,0,0,0,38531,30371,27,31345570330,2.79541E+11
1757,Z305D6TR,4.00079E+12,0,0,0,0,0,0,18967,5356,34,38971985872,69214879992
18914,S300ZR3S,4.00079E+12,1,0,0,0,0,0,23935,36621,29,49340099648,79220979678
25737,Z304KCJS,4.00079E+12,0,0,0,0,0,0,20362,9365,20,41653240720,75534093833
30887,W300K134,4.00079E+12,1,0,0,0,0,0,38507,29140,27,31345453790,2.79512E+11
17441,Z305D6VR,4.00079E+12,0,0,0,0,0,0,18950,2632,21,38861556472,64595298223
19014,S300ZR3S,4.00079E+12,1,0,0,0,0,0,23911,36621,29,49326581784,79066886293
14786,S301PSFV,4.00079E+12,0,0,0,0,0,0,21007,14350,25,41469494720,73808386534
31060,W300K134,4.00079E+12,1,0,0,0,0,0,38483,28005,26,31345337310,2.79481E+11
22707,Z3016T20,4.00079E+12,0,0,0,0,0,0,35457,386472,27,23749827092,3.49556E+11
19017,S300ZR3S,4.00079E+12,1,0,0,0,0,0,23887,36621,28,49311555832,78900859290
18640,Z304HKFL,4.00079E+12,0,0,0,0,0,0,21677,6414,21,46043787792,74346875175
31063,W300K134,4.00079E+12,1,0,0,0,0,0,38458,26695,26,31345217070,2.79451E+11
29410,Z3010BYP,4.00079E+12,0,0,0,2,0,0,30030,4224,29,25603048370,1.79776E+11
19017,S300ZR3S,4.00079E+12,1,0,0,0,0,0,23863,36618,28,49299295288,78826038411
15047,Z304L8S7,4.00079E+12,0,0,0,0,0,0,20695,4050,19,43538504448,89586388633
31064,W300K134,4.00079E+12,1,0,0,0,0,0,38435,25517,27,31345100560,2.79424E+11
12877,S301GM96,4.00079E+12,0,0,0,0,0,0,21170,11451,20,42569887352,70430448166
19019,S300ZR3S,4.00079E+12,1,0,0,0,0,0,23839,36618,30,49282330200,78677154495
23126,W300AJ1Z,4.00079E+12,0,0,0,0,0,0,39891,86579,22,30443435528,1.69034E+11
31066,W300K134,4.00079E+12,1,0,0,0,0,0,38407,24691,28,31342174486,2.79285E+11
8151,Z300ZTN7,4.00079E+12,0,0,0,0,0,0,36307,55931,25,30520320157,2.6133E+11
19020,S300ZR3S,4.00079E+12,1,0,0,0,0,0,23815,36618,30,49271786256,78510347185
4360,S30109HA,4.00079E+12,0,0,0,0,0,0,22782,19788,25,48304032808,70091126870
31067,W300K134,4.00079E+12,1,0,0,0,0,0,38383,24691,26,31340258932,2.79254E+11
14788,S30113C9,4.00079E+12,0,0,0,0,0,0,25829,33921,18,51913769296,83671095241
13757,Z3014A9P,4.00079E+12,0,0,0,0,0,0,36498,34019,23,28256259560,2.81011E+11
21966,Z304HQYK,4.00079E+12,0,0,0,0,0,0,21630,8449,22,45359106368,72187108017
30448,Z300YNAA,4.00079E+12,0,0,0,0,0,0,29999,38427,21,25546721572,2.0296E+11
12852,Z3020W6P,4.00079E+12,1,0,0,0,0,0,30011,6480,22,23910974016,1.70077E+11
14891,S301GQ1G,4.00079E+12,1,0,0,0,0,0,21124,9136,26,43286668272,73317570919
22103,Z3025LWT,4.00079E+12,1,0,0,7,0,0,29496,317737,25,24274525490,2.01253E+11
12853,Z3020W6P,4.00079E+12,1,0,0,0,0,0,29987,6480,22,23909670560,1.70043E+11
14900,S301NXSJ,4.00079E+12,0,0,0,0,0,0,21124,12311,23,42864349984,76521263535
14892,S301GQ1G,4.00079E+12,1,0,0,0,0,0,21099,9136,26,43270721440,73174599661
10225,S301P21P,4.00079E+12,0,0,0,0,0,0,21624,7346,20,45668040392,89019390858
22103,Z3025LWT,4.00079E+12,1,0,0,7,0,0,29472,317737,25,24273314075,2.01224E+11
313,Z302B0C3,4.00079E+12,0,0,0,0,0,0,27458,52444,18,50614114768,3.28654E+11
12848,Z3020W6P,4.00079E+12,1,0,0,0,0,0,29964,6480,23,23908558653,1.70009E+11
26949,Z304HTM1,4.00079E+12,0,0,0,0,0,0,20911,13555,23,40083271696,67546686417
14887,S301GQ1G,4.00079E+12,1,0,0,0,0,0,21076,9136,26,43232820504,73038880967
22532,Z3058W9A,4.00079E+12,0,0,0,0,0,0,19994,34242,22,39963231392,87164299415
22103,Z3025LWT,4.00079E+12,1,0,0,7,0,0,29448,317737,25,24272163389,2.01194E+11
6139,Z304L9QY,4.00079E+12,0,5312,4,0,0,0,20649,5856,23,42225816224,72799997948
12919,Z3020W6P,4.00079E+12,1,0,0,0,0,0,29939,6480,22,23907358588,1.69972E+11
29553,Z30168NQ,4.00079E+12,0,0,0,1,0,0,35761,27105,20,34090122757,4.38331E+11
14960,S301GQ1G,4.00079E+12,1,0,0,0,0,0,21052,9136,26,43214641048,72903638540
858,Z3023WT2,4.00079E+12,0,0,0,0,0,0,30511,78022,24,25996854805,2.95864E+11
22222,Z3025LWT,4.00079E+12,1,0,0,7,0,0,29424,317737,24,24271018840,2.01163E+11
23862,Z305HG1D,4.00079E+12,0,0,0,0,0,0,18296,56790,21,35046694680,79726743642
12922,Z3020W6P,4.00079E+12,1,0,0,0,0,0,29915,6480,23,23906160551,1.69937E+11
4464,Z304L8AF,4.00079E+12,0,0,0,0,0,0,20642,5066,19,44558956144,99470712255
14963,S301GQ1G,4.00079E+12,1,0,0,0,0,0,21028,9136,26,43198927008,72776145587
17432,S301M82T,4.00079E+12,0,0,0,0,0,0,20959,14765,20,40407552528,89374497595
22225,Z3025LWT,4.00079E+12,1,0,0,7,0,0,29399,317737,23,24269708307,2.01131E+11
9598,Z30111CL,4.00079E+12,0,0,0,0,0,0,36265,64015,26,28035462828,1.62721E+11
12922,Z3020W6P,4.00079E+12,1,0,0,0,0,0,29891,6480,22,23905092908,1.699E+11
24269,Z3025L7F,4.00079E+12,0,0,0,1,0,0,29496,319390,24,24211572058,2.00942E+11
14963,S301GQ1G,4.00079E+12,1,0,0,0,0,0,21003,9136,26,43186496832,72642227996
12335,W300BN2F,4.00079E+12,0,0,0,0,0,0,41644,24859,19,30958514074,1.71411E+11
22225,Z3025LWT,4.00079E+12,1,0,0,7,0,0,29376,317737,25,24268536035,2.01101E+11
21961,Z304JD9J,4.00079E+12,0,0,0,0,0,0,21625,7714,20,45288629216,79872067774
12923,Z3020W6P,4.00079E+12,1,0,0,0,0,0,29867,6480,22,23902235878,1.69818E+11
30169,Z3015XK8,4.00079E+12,0,0,0,0,0,0,35548,138244,23,28289517462,2.6259E+11
14964,S301GQ1G,4.00079E+12,1,0,0,0,0,0,20979,9136,26,43168662184,72523783302
16395,Z303XYHR,4.00079E+12,0,0,0,0,0,0,20648,6120,19,44679097056,89676541095
22227,Z3025LWT,4.00079E+12,1,0,0,7,0,0,29352,317737,25,24266399815,2.01036E+11
4289,Z300GPGM,4.00079E+12,0,0,0,1,0,0,41182,170445,20,30470452006,1.85262E+11
12924,Z3020W6P,4.00079E+12,1,0,0,0,0,0,29843,6480,23,23901096556,1.69785E+11
12435,Z302A0ZR,4.00079E+12,0,0,0,0,0,0,28926,9967,30,23405568238,1.69263E+11
14965,S301GQ1G,4.00079E+12,1,0,0,0,0,0,20955,9136,25,43151129408,72500232592
18073,Z305AE6B,4.00079E+12,0,0,0,0,0,0,17814,4154,25,36051273440,82362612292
22228,Z3025LWT,4.00079E+12,1,0,0,7,0,0,29327,317737,25,24264344675,2.00982E+11
4883,Z3029B8V,4.00079E+12,0,0,0,0,0,0,27941,15858,24,24259500226,2.15801E+11
